collection,sms_txt_dirty,sms_txt_clean,collection_log
ham,I fetch yun or u fetch?,fetch yun u fetch?,1
ham,Thank you. I like you as well...,thank you. like well...,1
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?","hmmm ... imagin come home rub feet, make dinner help get readi date ! sure readi kind life ?",1
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk","free2day sexi st georg day pic jordan!txt pic 89080 dont miss out, everi wk sauci celeb!4 pic c pocketbabe.co.uk 0870241182716 â£3/wk",0
ham,Lara said she can loan me  &lt;#&gt; .,lara said loan &lt;#&gt; .,1
ham,Do we have any spare power supplies,spare power suppli,1
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,yar quit clever aft mani guess lor. got ask 2 bring thk darren will 2 go. aiya thk leona still attach wat.,1
spam,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,winner special select receiv â£1000 cash â£2000 award. speak live oper claim call 087123002209am-7pm. cost 10p,0
ham,"Yeah, don't go to bed, I'll be back before midnight","yeah, go bed, i'll back midnight",1
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","sunshin hols. claim ur med holiday send stamp self address envelop drink us uk, po box 113, bray, wicklow, eire. quiz start saturday! unsub stop",0
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,well avail washob nob last night ask nickey platt instead me!;,1
ham,"It's that time of the week again, ryan","time week again, ryan",1
ham,Wish u many many returns of the day.. Happy birthday vikky..,wish u mani mani return day.. happi birthday vikky..,1
spam,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","u win â£100 music gift voucher everi week start txt word draw 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscript",0
ham,I hope you know I'm still mad at you.,hope know i'm still mad you.,1
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at","argh 3g spotty, anyway thing rememb research provinc sterl problem-fre place look",1
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),xam hall boy ask girl tell start term dis answer den manag lot hesit n lookin around silent said the! intha ponnungal ipaditan;),1
ham,Do you know when the result.,know result.,1
spam,+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 congratul - week competit draw u â£1450 prize claim call 09050002311 b4280703. t&cs/stop sms 08718727868. 18 150ppm,0
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","beauti truth gravity.. read carefully: ""our heart feel light someon it.. feel heavi someon leav it.."" good night",1
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","sorri im get now, feel realli bad- total reject kinda thing.",1
ham,You do got a shitload of diamonds though,got shitload diamond though,1
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessy..pl favor. pls convey birthday wish nimya..pl dnt forget it. today birthday shija,1
ham,Well I'm going to be an aunty!,well i'm go aunty!,1
ham,Mine here like all fr china then so noisy.,mine like fr china noisy.,1
ham,Later i guess. I needa do mcat study too.,later guess. needa mcat studi too.,1
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),s...from train manual show tech process:)it password reset troubleshooting:),1
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,b4u voucher w/c 27/03 marsms. log onto www.b4utele.com discount credit. opt repli stop. custom care call 08717168528,0
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.","spoke uncl john today. strong feel need sacrific keep here. he go call you. does, beg listen. dont make promis make clear thing easy. need pleas let us work thing out. long keep expect help, creativ stifl pls keep happy, promis part.",1
ham,If he started searching he will get job in few days.he have great potential and talent.,start search get job days.h great potenti talent.,1
ham,"Carlos took a while (again), we leave in a minute","carlo took (again), leav minut",1
ham,Well done and ! luv ya all ,well done ! luv ya,1
ham,Then why you came to hostel.,came hostel.,1
ham,K still are you loving me.,k still love me.,1
ham,But i juz remembered i gotta bathe my dog today..,juz rememb gotta bath dog today..,1
ham,After the drug she will be able to eat.,drug abl eat.,1
ham,Alright took the morphine. Back in yo.,alright took morphine. back yo.,1
ham,You see the requirements please,see requir pleas,1
ham,You stayin out of trouble stranger!!saw Dave the other day heÂs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,stayin troubl stranger!!saw dave day heâ sort now!stil bloke u gona get girl mr!ur mum still think get 2getha!,1
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,freemsg: hey - i'm buffy. 25 love satisfi men. home alon feel randy. repli 2 c pix! qlynnbv help08700621170150p msg send stop stop txts,0
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","sunshin hols. claim ur med holiday send stamp self address envelop drink us uk, po box 113, bray, wicklow, eire. quiz start saturday! unsub stop",0
ham,So can collect ur laptop?,collect ur laptop?,1
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.","ok. later show around 8-8:30 want + cld drink before. wld prefer spend money nosh mind, nxt wk.",1
ham,I will once i get home,get home,1
ham,Waaaat?? Lololo ok next time then!,waaaat?? lololo ok next time then!,1
ham,"The table's occupied, I'm waiting by the tree","tabl occupied, i'm wait tree",1
ham,I surely dont forgot to come:)i will always be in touch in with you:-),sure dont forgot come:)i alway touch you:-),1
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,hi kind give us back document submit loan stapati,1
ham,I dont have i shall buy one dear,dont shall buy one dear,1
ham,Oh god i am happy to see your message after 3 days,oh god happi see messag 3 day,1
ham,What year. And how many miles.,year. mani miles.,1
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,hey cutie. goe it? wale kinda ok. like hill shit still avent kill myself.,1
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","sad stori man - last week b'day. wife did'nt wish me. parent forgot n kid . went work. even colleagu wish. enter cabin pa said, '' happi b'day boss !!''. felt special. askd 4 lunch. lunch invit apartment. went there. said,' u mind go bedroom minut ? '' 'ok'', sed sexi mood. came 5 minut latr wid cake...n wife, parents, kidz, friend n colleagues. screaming.. surpris !! wait sofa.. ... ..... ' naked...!",1
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,think go honesti road. call bank tomorrow. tough decis make us great people.,1
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,free 1st week! no1 nokia tone 4 ur mob everi week txt nokia 87077 get txting tell ur mates. zed pobox 36504 w45wq norm150p/ton 16+,0
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,no. specialisation. work slave labor. look month sha cos shakara 4 beggar.,1
ham,Is she replying. Has boye changed his phone number,replying. boy chang phone number,1
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)","1) go write msg 2) put dictionari mode 3)cover screen hand, 4)press &lt;#&gt; . 5)gentli remov ur hand.. interesting..:)",1
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,hi darlin im way london smash anoth driver! big dent! im realli miss u u to? xxx,1
ham,"Nothing really, just making sure everybody's up to speed","noth really, make sure everybodi speed",1
ham,I'm not coming home 4 dinner.,i'm come home 4 dinner.,1
ham,"Thank you. And by the way, I just lost.","thank you. way, lost.",1
ham,Yes.he have good crickiting mind,yes.h good crickit mind,1
ham,Thx. All will be well in a few months,thx. well month,1
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","shop till u drop, you, either 10k, 5k, â£500 cash â£100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedlin cost 150ppm mobil vari",0
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO","pleas come imin town.dontmatt urgoin outl8r,just reallyne 2docd.pleas dontpleas dontignor mycalls,u thecd isv.import tome 4 2moro",1
ham,I wont. So wat's wit the guys,wont. wat wit guy,1
ham,Yavnt tried yet and never played original either,yavnt tri yet never play origin either,1
ham,"Hiya, had a good day? Have you spoken to since the weekend?","hiya, good day? spoken sinc weekend?",1
ham,See? I thought it all through,see? thought,1
ham,I'm at work. Please call,i'm work. pleas call,1
ham,get ready to moan and scream :),get readi moan scream :),1
ham,Oh k :)why you got job then whats up?,oh k :)whi got job what up?,1
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday","don,t think so. need go late school night. especi one class one miss last wednesday probabl fail test friday",1
ham,And popping &lt;#&gt; ibuprofens was no help.,pop &lt;#&gt; ibuprofen help.,1
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea","babe ! goe day ? ? ? sip cappuccino think you, love ... send kiss across sea",1
ham,Ok.,ok.,1
ham,PS U no ur a grown up now right?,ps u ur grown right?,1
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...","chinatown got porridge, claypot rice, yam cake, fishhead beehoon... either eat cheap den go cafe n tok go nydc somethin...",1
ham,I know a few people I can hit up and fuck to the yes,know peopl hit fuck yes,1
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,puriti friendship two smile read forward message..it smile see name. gud evng,1
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,anyth specif regard jaklin idk fuck,1
ham,Oh god. I'm gonna Google nearby cliffs now.,oh god. i'm gonna googl nearbi cliff now.,1
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,free camera phone linerent 4.49/month 750 cross ntwk mins. 1/2 price txt bundl deal also avble. call 08001950382 call2optout/j mf,0
ham,Yup i shd haf ard 10 pages if i add figures... Ã all got how many pages?,yup shd haf ard 10 page add figures... ã got mani pages?,1
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ","ooh, 4got, i'm gonna start belli danc moseley wed 6.30 u want 2 join me, cafe too.",1
ham,Thankyou so much for the call. I appreciate your care.,thankyou much call. appreci care.,1
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrat ! treat pending.i mail 2 days.wil mail thru.respect mother home.check mails.,1
ham,I called but no one pick up e phone. I ask both of them already they said ok.,call one pick e phone. ask alreadi said ok.,1
ham,Hi my email address has changed now it is ,hi email address chang,1
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance","v-aluable. a-ffectionate. l-oveable. e-ternal. n-oble. t-ruthful. i-ntimate. n-atural. e-namous. happi ""valentin day"" advanc",1
ham,"Not much, just some textin'. How bout you?","much, textin'. bout you?",1
ham,Bring it if you got it,bring got,1
ham,I'm in a movie. Call me 4 wat?,i'm movie. call 4 wat?,1
ham,Not sure I have the stomach for it ...,sure stomach ...,1
ham,Haha... can... But i'm having dinner with my cousin...,haha... can... i'm dinner cousin...,1
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""","boy late 2 home. father: ""power frndship""",1
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)","(and man carlo definit come mu tonight, excuses)",1
ham,soon you will have the real thing princess! Do i make you wet? :),soon real thing princess! make wet? :),1
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji..pl favour. pls convey birthday wish nimya. pls. today birthday.,1
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?","haha, leg neck kill amigo hope end night burn, think could swing like hour?",1
spam,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM","urgent! mobil 07xxxxxxxxx â£2,000 bonus caller prize 02/06/03! 2nd attempt reach you! call 09066362231 asap! box97n7qp, 150ppm",0
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,usual bodi take care buy make sure doesnt progress. pls continu talk saturday.,1
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins","urgent!! 4* costa del sol holiday â£5000 await collection. call 09050090044 toclaim. sae, tc s, pobox334, stockport, sk38xh, costâ£1.50/pm, max10min",0
ham,"Hmm well, night night ","hmm well, night night",1
ham,Just wanted to say holy shit you guys weren't kidding about this bud,want say holi shit guy kid bud,1
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!","gettin bit arti collag mo, well tryin 2 ne way! got roast min love shall enjoy that!",1
ham,"This is one of the days you have a billion classes, right?","one day billion classes, right?",1
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.","goodmorning, today late 2hrs. back pain.",1
ham,Ok then i'll let him noe later n ask him call u tmr...,ok i'll let noe later n ask call u tmr...,1
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabha..i'm soryda..realy..frm heart i'm sori,1
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok i'm walik ard now... u wan 2 buy anyth go ur house?,1
ham,* Will have two more cartons off u and is very pleased with shelves,* two carton u pleas shelv,1
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talk you! pleas dont forget pix :) want see you...,1
spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,guarante â£1000 cash â£2000 prize. claim yr prize call custom servic repres 08714712379 10am-7pm cost 10p,0
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,realli quit funni lor wat... u shd haf run shorter distanc wat...,1
ham,I notice you like looking in the shit mirror youre turning into a right freak,notic like look shit mirror your turn right freak,1
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,great. get worri you. know wonder care person like best life. know u r wonder god love yours.,1
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120","thank rington order, ref number k718. mobil charg â£4.50. tone arriv pleas call custom servic 09065069120",0
ham,"I prefer my free days... Tues, wed, fri oso can... Ã ask those workin lor...","prefer free days... tues, wed, fri oso can... ã ask workin lor...",1
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,alrit jod how revis goin? keri bin doin smidgin. n e way u wanna cum college?xx,1
ham,If you have belive me. Come to my home.,beliv me. come home.,1
ham,Oh k.k..where did you take test?,oh k.k..where take test?,1
ham,Those were my exact intentions,exact intent,1
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha money leh... later got go tuition... haha look empti slot drive lesson,1
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...","hey... thk juz go accordin wat discuss yest lor, except kb sun... cos there nt much lesson go attend kb sat...",1
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)","k, wen ur free come home also tel vikki hav sent mail also.. better come even il free today aftr 6pm..:-)",1
ham,Nothing just getting msgs by dis name wit different no's..,noth get msgs dis name wit differ no's..,1
ham,Good Morning plz call me sir,good morn plz call sir,1
ham,What's your room number again? Wanna make sure I'm knocking on the right door,what room number again? wanna make sure i'm knock right door,1
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtÂbraindanceÂa comp.ofstuff on aphexÂs ;abel,u hav2hear it!c u sn xxxx","si.como no?!listened2th plaid album-quit gd&the new air1 hilarious-also boughtâbraindanceâa comp.ofstuff aphexâ ;abel,u hav2hear it!c u sn xxxx",1
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pls tell nelson bb longer comin. money expect aint come,1
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","give someth drink, take vomit temp might drop. unmit howev let know.",1
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think sent text home phone. cant display texts. still want send number,1
ham,Every day i use to sleep after  &lt;#&gt;  so only.,everi day use sleep &lt;#&gt; only.,1
ham,K I'll call you when I'm close,k i'll call i'm close,1
ham,U buy newspapers already?,u buy newspap already?,1
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif sis lor... aft bath dog bathe... look like go 2 rain soon.,1
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo i'm way moms. make tortilla soup. yummmm,1
ham,No management puzzeles.,manag puzzeles.,1
ham,How did you find out in a way that didn't include all of these details,find way includ detail,1
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","hi ya babe x u 4goten bout me? scammer get smart..though regular vodafon no, respond get prem rate msg/subscription. nos use also. beware!",0
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL,back 2 work 2morro half term over! u c 2nite 4 sexi passion b4 2 go back? chat 09099726481 luv dena call â£1/minmobsmorelkpobox177hp51fl,0
ham,will you like to be spoiled? :),like spoiled? :),1
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154","thank rington order, ref number r836. mobil charg â£4.50. tone arriv pleas call custom servic 09065069154",0
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,get threat sale execut shifad rais complaint him. offici message.,1
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope thing went well doctor ;) remind still need 2go.did u c littl thing left lounge?,1
ham,Den wat will e schedule b lk on sun?,den wat e schedul b lk sun?,1
ham,Lol enjoy role playing much?,lol enjoy role play much?,1
ham,Ok. Me watching tv too.,ok. watch tv too.,1
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams","lov line: ""hurt truth, mind,i wil tolerat.bc ur someone..... but, never comfort lie"" gud ni8 sweet dream",1
ham,"Just checked out, heading out to drop off my stuff now","check out, head drop stuff",1
ham,Here got lots of hair dresser fr china.,got lot hair dresser fr china.,1
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man - last week b'day. wife did'nt wish me. parent forgot n kid . went work. even colleagu wish.,1
ham,Ill call you evening ill some ideas.,ill call even ill ideas.,1
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobile: choos 1000s gr8 tone wk! subscrit servic week tone cost 300p. u one credit - kick back enjoy,0
ham,Did you show him and wot did he say or could u not c him 4 dust?,show wot say could u c 4 dust?,1
ham,It should take about  &lt;#&gt;  min,take &lt;#&gt; min,1
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard u4 while. call 4 rude chat privat line 01223585334 cum. wan 2c pic gettin shag text pix 8552. 2end send stop 8552 sam xxx,0
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok . . bus. . come soon come otherwis tomorrow,1
ham,I cant pick the phone right now. Pls send a message,cant pick phone right now. pls send messag,1
spam,<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,<forward 88877>free entri â£250 week comp send word enter 88877 now. 18 t&c www.textcomp.com,0
ham,Finish liao... U?,finish liao... u?,1
spam,88066 FROM 88066 LOST 3POUND HELP,88066 88066 lost 3pound help,0
ham,Haha i think i did too,haha think,1
ham,U know we watchin at lido?,u know watchin lido?,1
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend someon lifetim may meaningless moment spent someon realli love mean life itself..,1
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?","haha awesome, i'v 4u coupl times. all coming?",1
ham,Cold. Dont be sad dear,cold. dont sad dear,1
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think could stop like hour so? roommat look stock trip,1
ham,Is that on the telly? No its Brdget Jones!,telly? brdget jones!,1
ham,Love you aathi..love u lot..,love aathi..lov u lot..,1
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello! r u? im bored. inev thought id get bore tv am. tell someth excit happen there? anything! =/,1
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm...bad news...hyp park plaza $700 studio taken...on left 2 bedrm-$900...,1
ham,"Sorry, I'll call later in meeting","sorry, i'll call later meet",1
ham,R Ã¼ comin back for dinner?,r ã¼ comin back dinner?,1
ham,"I hav almost reached. Call, i m unable to connect u.","hav almost reached. call, unabl connect u.",1
ham,Whom you waited for yesterday,wait yesterday,1
ham,I reach home safe n sound liao...,reach home safe n sound liao...,1
ham,"Velly good, yes please!","velli good, yes please!",1
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","hi, wkend ok journey terrible. wk good huge back log mark",1
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,two letter . copi cos one messag you. speak soon,1
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex know guy sell mid he south tampa think could set like 8,1
ham,Dont you have message offer,dont messag offer,1
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobil 11mths ? updat free orang latest colour camera mobil & unlimit weekend calls. call mobil upd8 freefon 08000839402 2stoptx,0
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","hey babe, u doin? wot u 2 2nite love anni x.",1
ham,Remind me how to get there and I shall do so,remind get shall,1
ham,:-( that's not v romantic!,:-( that v romantic!,1
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello. damn christma thing. think decid keep mp3 doesnt work.,1
spam,You have 1 new message. Please call 08718738034.,1 new message. pleas call 08718738034.,0
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope good time. u back time u give call home. jess xx,1
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,<forward 21870000>hi - mailbox messag sms alert. 4 messages. 21 matches. pleas call back 09056242159 retriev messag match,0
ham,Draw va?i dont think so:),draw va?i dont think so:),1
ham,Dont pick up d call when something important is There to tell. Hrishi,dont pick call someth import tell. hrishi,1
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","congrats! 1 year special cinema pass 2 yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc 4 free! bx420-ip4-5we. 150pm. dont miss out!",0
ham,Nothin comes to my mind. Ã help me buy hanger lor. Ur laptop not heavy?,nothin come mind. ã help buy hanger lor. ur laptop heavy?,1
ham,"&lt;#&gt; , that's all? Guess that's easy enough","&lt;#&gt; , that all? guess that easi enough",1
ham,We can make a baby in yo tho,make babi yo tho,1
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,tell friend come round til like &lt;#&gt; ish?,1
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem: dear dear u r near hear dont get fear live cheer tear u r alway dear. gud ni8,1
ham,Still in the area of the restaurant. Ill try to come back soon,still area restaurant. ill tri come back soon,1
ham,"Aight that'll work, thanks","aight work, thank",1
spam,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year suppli cds 4 store ur choic worth â£500 & enter â£100 week draw txt music 87066 ts&cs www.ldew.com.subs16+1win150ppmx3,0
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow,mobi pub quiz.win â£100 high street prize u know new duchess cornwal be? txt first name 82277.unsub stop â£1.50 008704050406 sp arrow,0
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?","2 sleep bags, 1 blanket paper phone details. anyth else?",1
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,nokia 7250i. get win free auction. take part send nokia 86021 now. hg/suite342/2land row/w1jhl 16+,0
spam,"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","congratulations! thank good friend u â£2,000 xmas prize. 2 claim easy, call 08718726971 now! 10p per minute. bt-national-rate.",0
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..","tddnewsletter@emc1.co.uk (more game thedailydraw) dear helen, dozen free game - great prizeswith..",0
ham,So what do you guys do.,guy do.,1
