,X_test,y_test,y_pred,y_pred_proba
98,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",ham,ham,0.9964981082170511
5274,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham,ham,0.9941494150182353
792,All e best 4 ur driving tmr :-),ham,ham,0.9919807845933944
3706,Ok. Very good. Its all about making that money.,ham,ham,0.9998728785243128
3505,Will you be here for food,ham,ham,0.9940548895793619
1476,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham,ham,0.9966376928670115
2597,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,ham,ham,0.9995992091152677
3229,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,spam,3.23034928583071e-11
1577,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,ham,0.9893175054441649
3276,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,ham,ham,0.9943771545791241
2403,Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham,ham,0.996599689777515
2934,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham,ham,0.99628137950119
4943,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",ham,ham,0.9983885152205232
2569,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham,ham,0.9994460161138176
3306,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ham,ham,0.9941917964838762
4070,Hope youÂre not having too much fun without me!! see u tomorrow love jess x,ham,ham,0.9996091390593349
4822,Im good! I have been thinking about you...,ham,ham,0.9976173979562717
4150,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham,ham,0.9904797316431113
1264,Ok. No wahala. Just remember that a friend in need ...,ham,ham,0.9997217310335951
4544,I've been trying to reach him without success,ham,ham,0.9914872598442905
2147,So can collect ur laptop?,ham,ham,0.9686882303594277
1431,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham,ham,0.995936929402264
2265,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,ham,0.9999551924625392
3500,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham,ham,0.999879554620827
3205,She's good. How are you. Where r u working now,ham,ham,0.9991590359991934
4615,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,ham,ham,0.9974419993782125
1271,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",ham,ham,0.9755294446071566
1240,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,ham,ham,0.9966393501548371
4737,"Not for possession, especially not first offense",ham,ham,0.9879731071641185
5017,Hey gals...U all wanna meet 4 dinner at nÃ¬te? ,ham,ham,0.9975184821296891
2644,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,ham,0.8591967171905212
1946,Can Ã¼ call me at 10:10 to make sure dat i've woken up...,ham,ham,0.9941701865693131
3957,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,ham,ham,0.9825551014048133
4833,Rats. Hey did u ever vote for the next themes?,ham,ham,0.9952064990839351
1919,Is fujitsu s series lifebook good?,ham,ham,0.9938353130185376
2538,That's y we haf to combine n c how lor...,ham,ham,0.9977675826258368
3529,"You are a Â£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",spam,spam,7.370875686077593e-12
5488,K. I will sent it again,ham,ham,0.9993228141276763
5134,Sday only joined.so training we started today:),ham,ham,0.9899152717401188
5,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, Â£1.50 to rcv",spam,ham,0.34100968909769386
1289,Happy new year to u too!,ham,ham,0.9398025062371445
